problem_idx,math_verify_score,run_id
444,1,d2940rxp
445,1,d2940rxp
446,1,d2940rxp
447,1,d2940rxp
448,1,d2940rxp
449,1,d2940rxp
450,1,d2940rxp
451,1,d2940rxp
452,1,d2940rxp
453,1,d2940rxp
454,1,d2940rxp
455,1,d2940rxp
456,1,d2940rxp
457,1,d2940rxp
458,1,d2940rxp
459,1,d2940rxp
460,1,d2940rxp
461,1,d2940rxp
462,1,d2940rxp
463,1,d2940rxp
464,1,d2940rxp
465,1,d2940rxp
466,1,d2940rxp
467,1,d2940rxp
468,1,d2940rxp
469,1,d2940rxp
470,1,d2940rxp
471,1,d2940rxp
472,1,d2940rxp
473,1,d2940rxp
474,1,d2940rxp
475,1,d2940rxp
476,1,d2940rxp
477,1,d2940rxp
478,1,d2940rxp
479,1,d2940rxp
480,1,d2940rxp
481,1,d2940rxp
482,1,d2940rxp
483,1,d2940rxp
484,1,d2940rxp
485,1,d2940rxp
486,1,d2940rxp
487,1,d2940rxp
488,1,d2940rxp
489,1,d2940rxp
490,1,d2940rxp
491,1,d2940rxp
492,1,d2940rxp
493,1,d2940rxp
494,1,d2940rxp
495,1,d2940rxp
496,1,d2940rxp
497,1,d2940rxp
498,1,d2940rxp
499,1,d2940rxp
500,1,d2940rxp
501,1,d2940rxp
502,1,d2940rxp
503,1,d2940rxp
504,1,d2940rxp
505,1,d2940rxp
506,1,d2940rxp
507,1,d2940rxp
508,1,d2940rxp
509,1,d2940rxp
510,1,d2940rxp
511,1,d2940rxp
512,1,d2940rxp
513,1,d2940rxp
514,1,d2940rxp
515,1,d2940rxp
516,1,d2940rxp
517,1,d2940rxp
518,1,d2940rxp
519,1,d2940rxp
520,1,d2940rxp
521,1,d2940rxp
522,1,d2940rxp
523,1,d2940rxp
524,1,d2940rxp
525,1,d2940rxp
526,1,d2940rxp
527,1,d2940rxp
528,1,d2940rxp
529,1,d2940rxp
530,1,d2940rxp
531,1,d2940rxp
532,1,d2940rxp
533,1,d2940rxp
534,1,d2940rxp
535,1,d2940rxp
536,1,d2940rxp
537,1,d2940rxp
538,1,d2940rxp
539,1,d2940rxp
540,1,d2940rxp
541,1,d2940rxp
542,1,d2940rxp
543,1,d2940rxp
544,1,d2940rxp
545,1,d2940rxp
546,1,d2940rxp
547,1,d2940rxp
548,1,d2940rxp
549,1,d2940rxp
550,1,d2940rxp
551,1,d2940rxp
552,1,d2940rxp
553,1,d2940rxp
554,1,d2940rxp
555,1,d2940rxp
556,1,d2940rxp
557,1,d2940rxp
558,1,d2940rxp
559,1,d2940rxp
560,1,d2940rxp
561,1,d2940rxp
562,1,d2940rxp
563,1,d2940rxp
564,1,d2940rxp
565,1,d2940rxp
566,1,d2940rxp
567,1,d2940rxp
568,1,d2940rxp
569,1,d2940rxp
570,1,d2940rxp
571,1,d2940rxp
572,1,d2940rxp
573,1,d2940rxp
574,1,d2940rxp
575,1,d2940rxp
576,1,d2940rxp
577,1,d2940rxp
578,1,d2940rxp
579,1,d2940rxp
580,1,d2940rxp
581,1,d2940rxp
582,1,d2940rxp
583,1,d2940rxp
584,1,d2940rxp
585,1,d2940rxp
586,1,d2940rxp
587,1,d2940rxp
588,1,d2940rxp
589,1,d2940rxp
590,1,d2940rxp
591,1,d2940rxp
592,1,d2940rxp
593,1,d2940rxp
594,1,d2940rxp
595,1,d2940rxp
596,1,d2940rxp
597,1,d2940rxp
598,1,d2940rxp
599,1,d2940rxp
600,1,d2940rxp
601,1,d2940rxp
602,1,d2940rxp
603,1,d2940rxp
604,1,d2940rxp
605,1,d2940rxp
606,1,d2940rxp
607,1,d2940rxp
608,1,d2940rxp
609,1,d2940rxp
610,1,d2940rxp
611,1,d2940rxp
612,1,d2940rxp
613,1,d2940rxp
614,1,d2940rxp
615,1,d2940rxp
616,1,d2940rxp
617,1,d2940rxp
618,1,d2940rxp
619,1,d2940rxp
620,1,d2940rxp
621,1,d2940rxp
622,1,d2940rxp
623,1,d2940rxp
624,1,d2940rxp
625,1,d2940rxp
626,1,d2940rxp
627,1,d2940rxp
628,1,d2940rxp
629,1,d2940rxp
630,1,d2940rxp
631,1,d2940rxp
632,1,d2940rxp
633,1,d2940rxp
634,1,d2940rxp
635,1,d2940rxp
636,1,d2940rxp
637,1,d2940rxp
638,1,d2940rxp
639,1,d2940rxp
640,1,d2940rxp
641,1,d2940rxp
642,1,d2940rxp
643,1,d2940rxp
644,1,d2940rxp
645,1,d2940rxp
646,1,d2940rxp
647,1,d2940rxp
648,1,d2940rxp
649,1,d2940rxp
650,1,d2940rxp
651,1,d2940rxp
652,1,d2940rxp
653,1,d2940rxp
654,1,d2940rxp
655,1,d2940rxp
656,1,d2940rxp
657,1,d2940rxp
658,1,d2940rxp
659,1,d2940rxp
660,1,d2940rxp
661,1,d2940rxp
662,1,d2940rxp
663,1,d2940rxp
664,1,d2940rxp
665,1,d2940rxp
666,1,d2940rxp
667,1,d2940rxp
668,1,d2940rxp
669,1,d2940rxp
670,1,d2940rxp
671,1,d2940rxp
672,1,d2940rxp
673,1,d2940rxp
674,1,d2940rxp
675,1,d2940rxp
676,1,d2940rxp
677,1,d2940rxp
678,1,d2940rxp
679,1,d2940rxp
680,1,d2940rxp
681,1,d2940rxp
682,1,d2940rxp
683,1,d2940rxp
684,1,d2940rxp
685,1,d2940rxp
686,1,d2940rxp
687,1,d2940rxp
688,1,d2940rxp
689,1,d2940rxp
690,1,d2940rxp
691,1,d2940rxp
692,1,d2940rxp
693,1,d2940rxp
694,1,d2940rxp
695,1,d2940rxp
696,1,d2940rxp
697,1,d2940rxp
698,1,d2940rxp
699,1,d2940rxp
700,1,d2940rxp
701,1,d2940rxp
702,1,d2940rxp
703,1,d2940rxp
704,1,d2940rxp
705,1,d2940rxp
706,1,d2940rxp
707,1,d2940rxp
708,1,d2940rxp
709,1,d2940rxp
710,1,d2940rxp
711,1,d2940rxp
712,1,d2940rxp
713,1,d2940rxp
714,1,d2940rxp
715,1,d2940rxp
716,1,d2940rxp
717,1,d2940rxp
718,1,d2940rxp
719,1,d2940rxp
720,1,d2940rxp
721,1,d2940rxp
722,1,d2940rxp
723,1,d2940rxp
724,1,d2940rxp
725,1,d2940rxp
726,1,d2940rxp
727,1,d2940rxp
728,1,d2940rxp
729,1,d2940rxp
730,1,d2940rxp
731,1,d2940rxp
732,1,d2940rxp
733,1,d2940rxp
734,1,d2940rxp
735,1,d2940rxp
736,1,d2940rxp
737,1,d2940rxp
738,1,d2940rxp
739,1,d2940rxp
740,1,d2940rxp
741,1,d2940rxp
742,1,d2940rxp
743,1,d2940rxp
744,1,d2940rxp
745,1,d2940rxp
746,1,d2940rxp
747,1,d2940rxp
748,1,d2940rxp
749,1,d2940rxp
750,1,d2940rxp
751,1,d2940rxp
752,1,d2940rxp
753,1,d2940rxp
754,1,d2940rxp
755,1,d2940rxp
756,1,d2940rxp
757,1,d2940rxp
758,1,d2940rxp
759,1,d2940rxp
760,1,d2940rxp
761,1,d2940rxp
762,1,d2940rxp
763,1,d2940rxp
764,1,d2940rxp
765,1,d2940rxp
766,1,d2940rxp
767,1,d2940rxp
768,1,d2940rxp
769,1,d2940rxp
770,1,d2940rxp
771,1,d2940rxp
772,1,d2940rxp
773,1,d2940rxp
774,1,d2940rxp
775,1,d2940rxp
776,1,d2940rxp
777,1,d2940rxp
778,1,d2940rxp
779,1,d2940rxp
780,1,d2940rxp
781,1,d2940rxp
782,1,d2940rxp
783,1,d2940rxp
784,1,d2940rxp
785,1,d2940rxp
786,1,d2940rxp
787,1,d2940rxp
788,1,d2940rxp
789,1,d2940rxp
790,1,d2940rxp
791,1,d2940rxp
792,1,d2940rxp
793,1,d2940rxp
794,1,d2940rxp
795,1,d2940rxp
796,1,d2940rxp
797,1,d2940rxp
798,1,d2940rxp
799,1,d2940rxp
800,1,d2940rxp
801,1,d2940rxp
802,1,d2940rxp
803,1,d2940rxp
804,1,d2940rxp
805,1,d2940rxp
806,1,d2940rxp
807,1,d2940rxp
808,1,d2940rxp
809,1,d2940rxp
810,1,d2940rxp
811,1,d2940rxp
812,1,d2940rxp
813,1,d2940rxp
814,1,d2940rxp
815,1,d2940rxp
816,1,d2940rxp
817,1,d2940rxp
818,1,d2940rxp
819,1,d2940rxp
820,1,d2940rxp
821,1,d2940rxp
822,1,d2940rxp
823,1,d2940rxp
824,1,d2940rxp
825,1,d2940rxp
826,1,d2940rxp
827,1,d2940rxp
828,1,d2940rxp
829,1,d2940rxp
830,1,d2940rxp
831,1,d2940rxp
832,1,d2940rxp
833,1,d2940rxp
834,1,d2940rxp
835,1,d2940rxp
836,1,d2940rxp
837,1,d2940rxp
838,1,d2940rxp
839,1,d2940rxp
840,1,d2940rxp
841,1,d2940rxp
842,1,d2940rxp
843,1,d2940rxp
844,1,d2940rxp
845,1,d2940rxp
846,1,d2940rxp
847,1,d2940rxp
848,1,d2940rxp
849,1,d2940rxp
850,1,d2940rxp
851,1,d2940rxp
852,1,d2940rxp
853,1,d2940rxp
854,1,d2940rxp
855,1,d2940rxp
856,1,d2940rxp
857,1,d2940rxp
858,1,d2940rxp
859,1,d2940rxp
860,1,d2940rxp
861,1,d2940rxp
862,1,d2940rxp
863,1,d2940rxp
864,1,d2940rxp
865,1,d2940rxp
866,1,d2940rxp
867,1,d2940rxp
868,1,d2940rxp
869,1,d2940rxp
870,1,d2940rxp
871,1,d2940rxp
872,1,d2940rxp
873,1,d2940rxp
874,1,d2940rxp
875,1,d2940rxp
876,1,d2940rxp
877,1,d2940rxp
878,1,d2940rxp
879,1,d2940rxp
880,1,d2940rxp
881,1,d2940rxp
882,1,d2940rxp
883,1,d2940rxp
884,1,d2940rxp
885,1,d2940rxp
886,1,d2940rxp
887,1,d2940rxp
888,1,d2940rxp
889,1,d2940rxp
890,1,d2940rxp
891,1,d2940rxp
892,1,d2940rxp
893,1,d2940rxp
894,1,d2940rxp
895,1,d2940rxp
896,1,d2940rxp
897,1,d2940rxp
898,1,d2940rxp
899,1,d2940rxp
900,1,d2940rxp
901,1,d2940rxp
902,1,d2940rxp
903,1,d2940rxp
904,1,d2940rxp
905,1,d2940rxp
906,1,d2940rxp
907,1,d2940rxp
908,1,d2940rxp
909,1,d2940rxp
910,1,d2940rxp
911,1,d2940rxp
912,1,d2940rxp
913,1,d2940rxp
914,1,d2940rxp
915,1,d2940rxp
916,1,d2940rxp
917,1,d2940rxp
918,1,d2940rxp
919,1,d2940rxp
920,1,d2940rxp
921,1,d2940rxp
922,1,d2940rxp
923,1,d2940rxp
924,1,d2940rxp
925,1,d2940rxp
926,1,d2940rxp
927,1,d2940rxp
928,1,d2940rxp
929,1,d2940rxp
930,1,d2940rxp
931,1,d2940rxp
932,1,d2940rxp
933,1,d2940rxp
934,1,d2940rxp
935,1,d2940rxp
936,1,d2940rxp
937,1,d2940rxp
938,1,d2940rxp
939,1,d2940rxp
940,1,d2940rxp
941,1,d2940rxp
942,1,d2940rxp
943,1,d2940rxp
944,1,d2940rxp
945,1,d2940rxp
946,1,d2940rxp
947,1,d2940rxp
948,1,d2940rxp
949,1,d2940rxp
950,1,d2940rxp
951,1,d2940rxp
952,1,d2940rxp
953,1,d2940rxp
954,1,d2940rxp
955,1,d2940rxp
956,1,d2940rxp
957,1,d2940rxp
958,1,d2940rxp
959,1,d2940rxp
960,1,d2940rxp
961,1,d2940rxp
962,1,d2940rxp
963,1,d2940rxp
964,1,d2940rxp
965,1,d2940rxp
966,1,d2940rxp
967,1,d2940rxp
968,1,d2940rxp
969,1,d2940rxp
970,1,d2940rxp
971,1,d2940rxp
972,1,d2940rxp
973,1,d2940rxp
974,1,d2940rxp
975,1,d2940rxp
976,1,d2940rxp
977,1,d2940rxp
978,1,d2940rxp
979,1,d2940rxp
980,1,d2940rxp
981,1,d2940rxp
982,1,d2940rxp
983,1,d2940rxp
984,1,d2940rxp
985,1,d2940rxp
986,1,d2940rxp
987,1,d2940rxp
988,1,d2940rxp
989,1,d2940rxp
990,1,d2940rxp
991,1,d2940rxp
992,1,d2940rxp
993,1,d2940rxp
994,1,d2940rxp
995,1,d2940rxp
996,1,d2940rxp
997,1,d2940rxp
998,1,d2940rxp
999,1,d2940rxp
999,1,d2940rxp
1000,1,d2940rxp
1001,1,d2940rxp
1002,1,d2940rxp
1003,1,d2940rxp
1004,1,d2940rxp
1005,1,d2940rxp
1006,1,d2940rxp
1007,1,d2940rxp
1008,1,d2940rxp
1009,1,d2940rxp
1010,1,d2940rxp
1011,1,d2940rxp
1012,1,d2940rxp
1013,1,d2940rxp
1014,1,d2940rxp
1015,1,d2940rxp
1016,1,d2940rxp
1017,1,d2940rxp
1018,1,d2940rxp
1019,1,d2940rxp
1020,1,d2940rxp
1021,1,d2940rxp
1022,1,d2940rxp
1023,1,d2940rxp
1024,1,d2940rxp
1025,1,d2940rxp
1026,1,d2940rxp
1027,1,d2940rxp
1028,1,d2940rxp
1029,1,d2940rxp
1030,1,d2940rxp
1031,1,d2940rxp
1032,1,d2940rxp
1033,1,d2940rxp
1034,1,d2940rxp
1035,1,d2940rxp
1036,1,d2940rxp
1037,1,d2940rxp
1038,1,d2940rxp
1039,1,d2940rxp
1040,1,d2940rxp
1041,1,d2940rxp
1042,1,d2940rxp
1043,1,d2940rxp
1044,1,d2940rxp
1045,1,d2940rxp
1046,1,d2940rxp
1047,1,d2940rxp
1048,1,d2940rxp
1049,1,d2940rxp
1050,1,d2940rxp
1051,1,d2940rxp
1052,1,d2940rxp
1053,1,d2940rxp
1054,1,d2940rxp
1055,1,d2940rxp
1056,1,d2940rxp
1057,1,d2940rxp
1058,1,d2940rxp
1059,1,d2940rxp
1060,1,d2940rxp
1061,1,d2940rxp
1062,1,d2940rxp
1063,1,d2940rxp
1064,1,d2940rxp
1065,1,d2940rxp
1066,1,d2940rxp
1067,1,d2940rxp
1068,1,d2940rxp
1069,1,d2940rxp
1070,1,d2940rxp
1071,1,d2940rxp
1072,1,d2940rxp
1073,1,d2940rxp
1074,1,d2940rxp
1075,1,d2940rxp
1076,1,d2940rxp
1077,1,d2940rxp
1078,1,d2940rxp
1079,1,d2940rxp
1080,1,d2940rxp
1081,1,d2940rxp
1082,1,d2940rxp
1083,1,d2940rxp
1084,1,d2940rxp
1085,1,d2940rxp
1086,1,d2940rxp
1087,1,d2940rxp
1088,1,d2940rxp
1089,1,d2940rxp
1090,1,d2940rxp
1091,1,d2940rxp
1092,1,d2940rxp
1093,1,d2940rxp
1094,1,d2940rxp
1095,1,d2940rxp
1096,1,d2940rxp
1097,1,d2940rxp
1098,1,d2940rxp
1099,1,d2940rxp
1100,1,d2940rxp
1101,1,d2940rxp
1102,1,d2940rxp
1103,1,d2940rxp
1104,1,d2940rxp
1105,1,d2940rxp
1106,1,d2940rxp
1107,1,d2940rxp
1108,1,d2940rxp
1109,1,d2940rxp
1110,1,d2940rxp
1111,1,d2940rxp
1112,1,d2940rxp
1113,1,d2940rxp
1114,1,d2940rxp
1115,1,d2940rxp
1116,1,d2940rxp
1117,1,d2940rxp
1118,1,d2940rxp
1119,1,d2940rxp
1120,1,d2940rxp
1121,1,d2940rxp
1122,1,d2940rxp
1123,1,d2940rxp
1124,1,d2940rxp
1125,1,d2940rxp
1126,1,d2940rxp
1127,1,d2940rxp
1128,1,d2940rxp
1129,1,d2940rxp
1130,1,d2940rxp
1131,1,d2940rxp
1132,1,d2940rxp
1133,1,d2940rxp
1134,1,d2940rxp
1135,1,d2940rxp
1136,1,d2940rxp
1137,1,d2940rxp
1138,1,d2940rxp
1139,1,d2940rxp
1140,1,d2940rxp
1141,1,d2940rxp
1142,1,d2940rxp
1143,1,d2940rxp
1144,1,d2940rxp
1145,1,d2940rxp
1146,1,d2940rxp
1147,1,d2940rxp
1148,1,d2940rxp
1149,1,d2940rxp
1150,1,d2940rxp
1151,1,d2940rxp
1152,1,d2940rxp
1153,1,d2940rxp
1154,1,d2940rxp
1155,1,d2940rxp
1156,1,d2940rxp
1157,1,d2940rxp
1158,1,d2940rxp
1159,1,d2940rxp
1160,1,d2940rxp
1161,1,d2940rxp
1162,1,d2940rxp
1163,1,d2940rxp
1164,1,d2940rxp
1165,1,d2940rxp
1166,1,d2940rxp
1167,1,d2940rxp
1168,1,d2940rxp
1169,1,d2940rxp
1170,1,d2940rxp
1171,1,d2940rxp
1172,1,d2940rxp
1173,1,d2940rxp
1174,1,d2940rxp
1175,1,d2940rxp
1176,1,d2940rxp
1177,1,d2940rxp
1178,1,d2940rxp
1179,1,d2940rxp
1180,1,d2940rxp
1181,1,d2940rxp
1182,1,d2940rxp
1183,1,d2940rxp
1184,1,d2940rxp
1185,1,d2940rxp
1186,1,d2940rxp
1187,1,d2940rxp
1188,1,d2940rxp
1189,1,d2940rxp
1190,1,d2940rxp
1191,1,d2940rxp
1192,1,d2940rxp
1193,1,d2940rxp
1194,1,d2940rxp
1195,1,d2940rxp
1196,1,d2940rxp
1197,1,d2940rxp
1198,1,d2940rxp
1199,1,d2940rxp
1200,1,d2940rxp
1201,1,d2940rxp
1202,1,d2940rxp
1203,1,d2940rxp
1204,1,d2940rxp
1205,1,d2940rxp
1206,1,d2940rxp
1207,1,d2940rxp
1208,1,d2940rxp
1209,1,d2940rxp
1210,1,d2940rxp
1211,1,d2940rxp
1212,1,d2940rxp
1213,1,d2940rxp
1214,1,d2940rxp
1215,1,d2940rxp
1216,1,d2940rxp
1217,1,d2940rxp
1218,1,d2940rxp
1219,1,d2940rxp
1220,1,d2940rxp
1221,1,d2940rxp
1222,1,d2940rxp
1223,1,d2940rxp
1224,1,d2940rxp
1225,1,d2940rxp
1226,1,d2940rxp
1227,1,d2940rxp
1228,1,d2940rxp
1229,1,d2940rxp
1230,1,d2940rxp
1231,1,d2940rxp
1232,1,d2940rxp
1233,1,d2940rxp
1234,1,d2940rxp
1235,1,d2940rxp
1236,1,d2940rxp
1237,1,d2940rxp
1238,1,d2940rxp
1239,1,d2940rxp
1240,1,d2940rxp
1241,1,d2940rxp
1242,1,d2940rxp
1243,1,d2940rxp
1244,1,d2940rxp
1245,1,d2940rxp
