problem_idx,math_verify_score,has_boxed,run_id
358,0,0,zutls5gz
359,0,0,zutls5gz
360,0,0,zutls5gz
361,0,0,zutls5gz
362,0,0,zutls5gz
363,0,0,zutls5gz
364,0,0,zutls5gz
365,0,0,zutls5gz
366,0,1,zutls5gz
367,0,0,zutls5gz
368,0,0,zutls5gz
369,0,0,zutls5gz
370,0,0,zutls5gz
371,0,0,zutls5gz
372,0,0,zutls5gz
373,0,0,zutls5gz
374,0,0,zutls5gz
375,0,0,zutls5gz
376,0,0,zutls5gz
377,0,0,zutls5gz
378,0,0,zutls5gz
379,0,0,zutls5gz
380,0,0,zutls5gz
381,0,0,zutls5gz
382,0,0,zutls5gz
383,0,0,zutls5gz
384,0,0,zutls5gz
385,0,0,zutls5gz
386,0,0,zutls5gz
387,0,0,zutls5gz
388,0,0,zutls5gz
389,0,0,zutls5gz
390,0,0,zutls5gz
391,0,0,zutls5gz
392,0,0,zutls5gz
393,0,0,zutls5gz
394,0,0,zutls5gz
395,0,0,zutls5gz
396,0,0,zutls5gz
397,0,0,zutls5gz
398,0,0,zutls5gz
399,0,1,zutls5gz
400,0,0,zutls5gz
401,0,0,zutls5gz
402,0,0,zutls5gz
403,0,0,zutls5gz
404,0,0,zutls5gz
405,0,0,zutls5gz
406,0,0,zutls5gz
407,0,1,zutls5gz
408,0,0,zutls5gz
409,0,0,zutls5gz
410,0,0,zutls5gz
411,0,1,zutls5gz
412,0,0,zutls5gz
413,0,0,zutls5gz
414,0,0,zutls5gz
415,0,0,zutls5gz
416,0,0,zutls5gz
417,0,0,zutls5gz
418,0,0,zutls5gz
419,0,0,zutls5gz
420,0,0,zutls5gz
421,0,0,zutls5gz
422,0,0,zutls5gz
423,0,0,zutls5gz
424,0,0,zutls5gz
425,0,0,zutls5gz
426,0,0,zutls5gz
427,0,0,zutls5gz
428,0,0,zutls5gz
429,0,0,zutls5gz
430,0,0,zutls5gz
431,0,0,zutls5gz
432,0,0,zutls5gz
433,0,0,zutls5gz
434,0,0,zutls5gz
435,0,0,zutls5gz
436,0,1,zutls5gz
437,0,0,zutls5gz
438,0,0,zutls5gz
439,0,0,zutls5gz
440,0,0,zutls5gz
441,0,0,zutls5gz
442,0,0,zutls5gz
443,0,0,zutls5gz
444,0,0,zutls5gz
445,0,0,zutls5gz
446,0,0,zutls5gz
447,0,0,zutls5gz
448,0,0,zutls5gz
449,0,0,zutls5gz
450,0,0,zutls5gz
451,0,0,zutls5gz
452,0,0,zutls5gz
453,0,0,zutls5gz
454,0,0,zutls5gz
455,0,0,zutls5gz
456,0,0,zutls5gz
457,0,0,zutls5gz
458,0,0,zutls5gz
459,0,0,zutls5gz
460,0,0,zutls5gz
461,0,0,zutls5gz
462,0,0,zutls5gz
463,0,0,zutls5gz
464,0,0,zutls5gz
465,0,0,zutls5gz
466,0,0,zutls5gz
467,0,0,zutls5gz
468,0,0,zutls5gz
469,0,0,zutls5gz
470,0,0,zutls5gz
471,0,0,zutls5gz
472,0,0,zutls5gz
473,0,0,zutls5gz
474,0,1,zutls5gz
475,0,1,zutls5gz
476,0,0,zutls5gz
477,0,0,zutls5gz
478,0,0,zutls5gz
479,0,0,zutls5gz
480,0,0,zutls5gz
481,0,0,zutls5gz
482,0,0,zutls5gz
483,0,1,zutls5gz
484,0,0,zutls5gz
485,0,0,zutls5gz
486,0,0,zutls5gz
487,0,0,zutls5gz
488,0,0,zutls5gz
489,0,0,zutls5gz
490,0,0,zutls5gz
491,0,0,zutls5gz
492,0,0,zutls5gz
493,0,0,zutls5gz
494,0,0,zutls5gz
495,0,0,zutls5gz
496,0,0,zutls5gz
497,0,0,zutls5gz
498,0,0,zutls5gz
499,0,0,zutls5gz
500,0,0,zutls5gz
501,0,0,zutls5gz
502,0,0,zutls5gz
503,0,0,zutls5gz
504,0,0,zutls5gz
505,0,1,zutls5gz
506,0,1,zutls5gz
507,0,0,zutls5gz
508,0,0,zutls5gz
509,0,0,zutls5gz
510,0,0,zutls5gz
511,0,0,zutls5gz
512,0,0,zutls5gz
513,0,0,zutls5gz
514,0,0,zutls5gz
515,0,0,zutls5gz
516,1,1,zutls5gz
517,0,0,zutls5gz
518,0,0,zutls5gz
519,0,0,zutls5gz
520,0,0,zutls5gz
521,0,0,zutls5gz
522,0,0,zutls5gz
523,0,0,zutls5gz
524,0,0,zutls5gz
525,0,0,zutls5gz
526,0,0,zutls5gz
527,0,0,zutls5gz
528,0,0,zutls5gz
529,0,0,zutls5gz
530,0,0,zutls5gz
531,0,0,zutls5gz
532,0,0,zutls5gz
533,0,0,zutls5gz
534,0,1,zutls5gz
535,0,0,zutls5gz
536,0,0,zutls5gz
537,0,0,zutls5gz
538,1,1,zutls5gz
539,0,0,zutls5gz
540,0,0,zutls5gz
541,0,0,zutls5gz
542,0,1,zutls5gz
543,0,0,zutls5gz
544,0,0,zutls5gz
545,0,1,zutls5gz
546,0,0,zutls5gz
547,0,0,zutls5gz
548,0,0,zutls5gz
549,0,0,zutls5gz
550,0,1,zutls5gz
551,0,0,zutls5gz
552,0,1,zutls5gz
553,0,0,zutls5gz
554,0,0,zutls5gz
555,0,0,zutls5gz
556,0,0,zutls5gz
557,0,0,zutls5gz
558,0,0,zutls5gz
559,0,0,zutls5gz
560,0,0,zutls5gz
561,0,0,zutls5gz
562,0,0,zutls5gz
563,0,0,zutls5gz
564,0,0,zutls5gz
565,0,0,zutls5gz
566,0,0,zutls5gz
567,0,0,zutls5gz
568,0,0,zutls5gz
569,0,0,zutls5gz
570,0,0,zutls5gz
571,0,0,zutls5gz
572,0,0,zutls5gz
573,0,0,zutls5gz
574,0,0,zutls5gz
575,0,0,zutls5gz
576,0,0,zutls5gz
577,0,0,zutls5gz
578,0,0,zutls5gz
579,0,0,zutls5gz
580,0,0,zutls5gz
581,0,0,zutls5gz
582,0,0,zutls5gz
583,0,0,zutls5gz
584,0,0,zutls5gz
585,0,0,zutls5gz
586,0,0,zutls5gz
587,0,0,zutls5gz
588,0,0,zutls5gz
589,0,0,zutls5gz
590,0,0,zutls5gz
591,0,0,zutls5gz
592,0,0,zutls5gz
593,0,0,zutls5gz
594,0,0,zutls5gz
595,0,0,zutls5gz
596,0,0,zutls5gz
597,0,0,zutls5gz
598,0,0,zutls5gz
599,0,0,zutls5gz
600,0,0,zutls5gz
601,0,0,zutls5gz
602,0,0,zutls5gz
603,0,0,zutls5gz
604,0,0,zutls5gz
605,0,0,zutls5gz
606,0,0,zutls5gz
607,0,0,zutls5gz
608,0,0,zutls5gz
609,0,0,zutls5gz
610,0,0,zutls5gz
611,0,0,zutls5gz
612,0,0,zutls5gz
613,0,0,zutls5gz
614,0,0,zutls5gz
615,0,0,zutls5gz
616,0,0,zutls5gz
617,0,0,zutls5gz
618,0,0,zutls5gz
619,0,0,zutls5gz
620,0,0,zutls5gz
621,0,0,zutls5gz
622,0,0,zutls5gz
623,0,0,zutls5gz
624,0,0,zutls5gz
625,0,0,zutls5gz
626,0,0,zutls5gz
627,0,0,zutls5gz
628,0,0,zutls5gz
629,0,0,zutls5gz
630,0,0,zutls5gz
631,0,0,zutls5gz
632,0,0,zutls5gz
633,0,0,zutls5gz
634,0,1,zutls5gz
635,0,0,zutls5gz
636,0,0,zutls5gz
637,0,0,zutls5gz
638,0,0,zutls5gz
639,0,0,zutls5gz
640,0,0,zutls5gz
641,0,1,zutls5gz
642,0,0,zutls5gz
643,0,0,zutls5gz
644,0,0,zutls5gz
645,0,0,zutls5gz
646,0,0,zutls5gz
647,0,0,zutls5gz
648,0,0,zutls5gz
649,0,0,zutls5gz
650,0,0,zutls5gz
651,0,0,zutls5gz
652,0,0,zutls5gz
653,0,0,zutls5gz
654,0,0,zutls5gz
655,0,0,zutls5gz
656,0,1,zutls5gz
657,0,0,zutls5gz
658,0,0,zutls5gz
659,0,0,zutls5gz
660,0,0,zutls5gz
661,0,0,zutls5gz
662,0,0,zutls5gz
663,0,0,zutls5gz
664,0,0,zutls5gz
665,0,0,zutls5gz
666,0,0,zutls5gz
667,0,0,zutls5gz
668,0,0,zutls5gz
669,0,0,zutls5gz
670,0,0,zutls5gz
671,0,0,zutls5gz
672,0,0,zutls5gz
673,0,0,zutls5gz
674,0,0,zutls5gz
675,0,0,zutls5gz
676,0,0,zutls5gz
677,0,0,zutls5gz
678,0,0,zutls5gz
679,0,0,zutls5gz
680,0,0,zutls5gz
681,0,0,zutls5gz
682,0,0,zutls5gz
683,0,0,zutls5gz
684,0,0,zutls5gz
685,0,0,zutls5gz
686,0,0,zutls5gz
687,0,0,zutls5gz
688,0,1,zutls5gz
689,0,0,zutls5gz
690,0,0,zutls5gz
691,0,0,zutls5gz
692,0,0,zutls5gz
693,0,0,zutls5gz
694,0,0,zutls5gz
695,0,1,zutls5gz
696,0,0,zutls5gz
697,0,0,zutls5gz
698,0,0,zutls5gz
699,0,0,zutls5gz
700,0,0,zutls5gz
701,0,0,zutls5gz
702,0,0,zutls5gz
703,0,0,zutls5gz
704,0,0,zutls5gz
705,0,0,zutls5gz
706,0,0,zutls5gz
707,0,0,zutls5gz
708,0,0,zutls5gz
709,0,0,zutls5gz
710,0,0,zutls5gz
711,0,0,zutls5gz
712,0,0,zutls5gz
713,0,0,zutls5gz
714,0,0,zutls5gz
715,0,0,zutls5gz
716,0,0,zutls5gz
717,0,0,zutls5gz
718,0,0,zutls5gz
719,0,1,zutls5gz
720,0,0,zutls5gz
721,0,0,zutls5gz
722,0,1,zutls5gz
723,0,0,zutls5gz
724,0,0,zutls5gz
725,0,0,zutls5gz
726,0,0,zutls5gz
727,0,0,zutls5gz
728,0,0,zutls5gz
729,0,0,zutls5gz
730,0,0,zutls5gz
731,0,0,zutls5gz
732,0,0,zutls5gz
733,0,0,zutls5gz
734,0,0,zutls5gz
735,0,0,zutls5gz
736,0,0,zutls5gz
737,0,0,zutls5gz
738,0,0,zutls5gz
739,0,0,zutls5gz
740,0,0,zutls5gz
741,0,0,zutls5gz
742,0,0,zutls5gz
743,0,0,zutls5gz
744,0,0,zutls5gz
745,0,0,zutls5gz
746,0,0,zutls5gz
747,0,0,zutls5gz
748,0,0,zutls5gz
749,0,0,zutls5gz
750,0,0,zutls5gz
751,0,0,zutls5gz
752,0,0,zutls5gz
753,0,0,zutls5gz
754,0,0,zutls5gz
755,0,0,zutls5gz
756,0,0,zutls5gz
757,0,0,zutls5gz
758,0,0,zutls5gz
759,0,1,zutls5gz
760,0,0,zutls5gz
761,0,0,zutls5gz
762,0,0,zutls5gz
763,0,0,zutls5gz
764,0,1,zutls5gz
765,0,0,zutls5gz
766,0,0,zutls5gz
767,0,0,zutls5gz
768,0,0,zutls5gz
769,0,0,zutls5gz
770,0,0,zutls5gz
771,0,0,zutls5gz
772,0,0,zutls5gz
773,0,0,zutls5gz
774,0,0,zutls5gz
775,0,0,zutls5gz
776,0,0,zutls5gz
777,0,0,zutls5gz
778,0,0,zutls5gz
779,0,0,zutls5gz
780,0,0,zutls5gz
781,0,0,zutls5gz
782,0,0,zutls5gz
783,0,0,zutls5gz
784,0,0,zutls5gz
785,0,0,zutls5gz
786,0,0,zutls5gz
787,0,0,zutls5gz
788,0,0,zutls5gz
789,0,0,zutls5gz
790,0,0,zutls5gz
791,0,0,zutls5gz
792,0,0,zutls5gz
793,0,0,zutls5gz
794,0,0,zutls5gz
795,0,0,zutls5gz
796,0,0,zutls5gz
797,0,0,zutls5gz
798,0,0,zutls5gz
799,0,0,zutls5gz
800,0,0,zutls5gz
801,0,0,zutls5gz
802,0,0,zutls5gz
803,0,0,zutls5gz
804,0,0,zutls5gz
805,0,0,zutls5gz
806,0,0,zutls5gz
807,0,0,zutls5gz
808,0,0,zutls5gz
809,0,0,zutls5gz
810,0,0,zutls5gz
811,0,0,zutls5gz
812,0,0,zutls5gz
813,0,0,zutls5gz
814,0,0,zutls5gz
815,0,0,zutls5gz
816,0,0,zutls5gz
817,0,0,zutls5gz
818,0,0,zutls5gz
819,0,0,zutls5gz
820,0,0,zutls5gz
821,0,0,zutls5gz
822,0,0,zutls5gz
823,0,1,zutls5gz
824,0,0,zutls5gz
825,0,1,zutls5gz
826,0,0,zutls5gz
827,0,0,zutls5gz
828,0,0,zutls5gz
829,0,0,zutls5gz
830,0,0,zutls5gz
831,0,0,zutls5gz
832,0,0,zutls5gz
833,0,0,zutls5gz
834,0,1,zutls5gz
835,0,0,zutls5gz
836,0,1,zutls5gz
837,0,1,zutls5gz
838,0,0,zutls5gz
839,0,0,zutls5gz
840,0,0,zutls5gz
841,0,0,zutls5gz
842,0,0,zutls5gz
843,0,0,zutls5gz
844,0,0,zutls5gz
845,0,0,zutls5gz
846,0,0,zutls5gz
847,0,0,zutls5gz
848,0,0,zutls5gz
849,0,1,zutls5gz
850,0,0,zutls5gz
851,0,0,zutls5gz
852,0,0,zutls5gz
853,0,0,zutls5gz
854,0,0,zutls5gz
855,0,0,zutls5gz
856,0,0,zutls5gz
857,0,0,zutls5gz
858,0,0,zutls5gz
859,0,0,zutls5gz
860,0,0,zutls5gz
861,0,0,zutls5gz
862,0,0,zutls5gz
863,0,0,zutls5gz
864,0,0,zutls5gz
865,0,0,zutls5gz
866,0,0,zutls5gz
867,0,0,zutls5gz
868,0,0,zutls5gz
869,0,1,zutls5gz
870,0,0,zutls5gz
871,0,0,zutls5gz
872,0,0,zutls5gz
873,0,0,zutls5gz
874,0,0,zutls5gz
875,0,0,zutls5gz
876,0,0,zutls5gz
877,0,0,zutls5gz
878,0,0,zutls5gz
879,0,1,zutls5gz
880,0,0,zutls5gz
881,0,0,zutls5gz
882,0,0,zutls5gz
883,0,1,zutls5gz
884,0,0,zutls5gz
885,0,0,zutls5gz
886,0,0,zutls5gz
887,0,0,zutls5gz
888,0,0,zutls5gz
889,0,0,zutls5gz
890,0,1,zutls5gz
891,0,0,zutls5gz
892,0,0,zutls5gz
893,0,0,zutls5gz
894,0,0,zutls5gz
895,0,0,zutls5gz
896,0,0,zutls5gz
897,0,0,zutls5gz
898,0,0,zutls5gz
899,0,0,zutls5gz
900,0,0,zutls5gz
901,0,0,zutls5gz
902,0,0,zutls5gz
903,0,0,zutls5gz
904,0,0,zutls5gz
905,0,0,zutls5gz
906,0,0,zutls5gz
907,0,0,zutls5gz
908,0,0,zutls5gz
909,0,0,zutls5gz
910,0,0,zutls5gz
911,0,1,zutls5gz
912,0,0,zutls5gz
913,0,0,zutls5gz
914,0,0,zutls5gz
915,0,0,zutls5gz
916,0,0,zutls5gz
917,0,0,zutls5gz
918,0,1,zutls5gz
919,0,0,zutls5gz
920,0,0,zutls5gz
921,0,0,zutls5gz
922,0,0,zutls5gz
923,0,0,zutls5gz
924,0,1,zutls5gz
925,0,0,zutls5gz
926,0,0,zutls5gz
927,0,0,zutls5gz
928,0,0,zutls5gz
929,0,0,zutls5gz
930,0,0,zutls5gz
931,0,0,zutls5gz
932,0,0,zutls5gz
933,0,0,zutls5gz
934,0,0,zutls5gz
935,0,0,zutls5gz
936,0,0,zutls5gz
937,0,0,zutls5gz
938,0,0,zutls5gz
939,0,0,zutls5gz
940,0,0,zutls5gz
941,0,0,zutls5gz
942,0,0,zutls5gz
943,0,0,zutls5gz
944,0,0,zutls5gz
945,0,0,zutls5gz
946,0,0,zutls5gz
947,0,0,zutls5gz
948,0,0,zutls5gz
949,0,0,zutls5gz
950,0,0,zutls5gz
951,0,0,zutls5gz
952,0,0,zutls5gz
953,0,0,zutls5gz
954,0,0,zutls5gz
955,0,0,zutls5gz
956,0,0,zutls5gz
957,0,0,zutls5gz
958,0,0,zutls5gz
959,0,0,zutls5gz
960,0,0,zutls5gz
961,0,0,zutls5gz
962,0,0,zutls5gz
963,0,0,zutls5gz
964,0,0,zutls5gz
965,0,0,zutls5gz
966,0,0,zutls5gz
967,0,0,zutls5gz
968,0,0,zutls5gz
969,0,0,zutls5gz
970,0,0,zutls5gz
971,0,0,zutls5gz
972,0,0,zutls5gz
973,0,0,zutls5gz
974,0,0,zutls5gz
975,0,0,zutls5gz
976,0,0,zutls5gz
977,0,0,zutls5gz
978,0,0,zutls5gz
979,0,0,zutls5gz
980,0,0,zutls5gz
981,0,0,zutls5gz
982,0,0,zutls5gz
983,0,0,zutls5gz
984,0,0,zutls5gz
985,0,0,zutls5gz
986,0,0,zutls5gz
987,0,0,zutls5gz
988,0,0,zutls5gz
989,0,0,zutls5gz
990,0,1,zutls5gz
991,0,0,zutls5gz
992,0,0,zutls5gz
993,0,0,zutls5gz
994,0,0,zutls5gz
995,0,0,zutls5gz
996,0,0,zutls5gz
997,0,0,zutls5gz
998,0,0,zutls5gz
999,0,0,zutls5gz
999,0,0,zutls5gz
1000,0,0,zutls5gz
1001,0,0,zutls5gz
1002,0,0,zutls5gz
1003,0,0,zutls5gz
1004,0,0,zutls5gz
1005,0,0,zutls5gz
1006,0,1,zutls5gz
1007,0,0,zutls5gz
1008,0,0,zutls5gz
1009,0,0,zutls5gz
1010,0,0,zutls5gz
1011,0,0,zutls5gz
1012,0,0,zutls5gz
1013,0,0,zutls5gz
1014,0,0,zutls5gz
1015,0,0,zutls5gz
1016,0,0,zutls5gz
1017,0,0,zutls5gz
1018,0,0,zutls5gz
1019,0,0,zutls5gz
1020,0,0,zutls5gz
1021,0,0,zutls5gz
1022,0,0,zutls5gz
1023,0,0,zutls5gz
1024,0,0,zutls5gz
1025,0,0,zutls5gz
1026,0,0,zutls5gz
1027,0,0,zutls5gz
1028,0,0,zutls5gz
1029,0,0,zutls5gz
1030,0,0,zutls5gz
1031,0,0,zutls5gz
1032,0,0,zutls5gz
1033,0,0,zutls5gz
1034,0,0,zutls5gz
1035,0,0,zutls5gz
1036,0,0,zutls5gz
1037,0,0,zutls5gz
1038,0,0,zutls5gz
1039,0,0,zutls5gz
1040,0,0,zutls5gz
1041,0,0,zutls5gz
1042,0,1,zutls5gz
1043,0,0,zutls5gz
1044,0,0,zutls5gz
1045,0,0,zutls5gz
1046,0,0,zutls5gz
1047,0,0,zutls5gz
1048,0,0,zutls5gz
1049,0,0,zutls5gz
1050,0,0,zutls5gz
1051,0,0,zutls5gz
1052,0,0,zutls5gz
1053,0,1,zutls5gz
1054,0,0,zutls5gz
1055,0,0,zutls5gz
1056,0,0,zutls5gz
1057,0,0,zutls5gz
1058,0,0,zutls5gz
1059,0,0,zutls5gz
1060,0,0,zutls5gz
1061,0,0,zutls5gz
1062,0,0,zutls5gz
1063,0,0,zutls5gz
1064,0,0,zutls5gz
1065,0,0,zutls5gz
1066,0,0,zutls5gz
